"title","Unnamed..0","Release_Date","Developers","Summary","Platforms","Genres","Rating","Plays","Playing","Backlogs","Wishlist","Lists","Reviews","img","console","genre","publisher","developer","critic_score","total_sales","na_sales","jp_sales","pal_sales","other_sales","release_date","last_update"
"CUSTOM ROBO ARENA",24648,"Oct 19, 2006","['Nintendo', 'Noise']","Custom Robo Arena, known in Japan as Gekitō! Custom Robo, is a science fiction action role playing game for the Nintendo DS. It is the fifth title in the Custom Robo series. The name was announced on May 9, 2006 at the E3 convention,[1] and released in Japan on October 19, 2006, then later in the United States on March 19, 2007. Later, on May 25, 2007, it became the first Custom Robo title released in Europe, and on September 20, 2007, it also became the first title of the series released in Australia.
In the game, the player participates in Custom Robo tournaments and tries to earn money to buy parts to use to improve their robo. The game is the first in the series that features two-player mode with the Nintendo Wi-Fi Connection including voice chat, Multi-Card play, and DS Download Play. Custom Robo Arena also uses a ""Rivals"" list.","['Nintendo DS']","['RPG']",3.7,"348","2","99","51","58","14","/games/boxart/full_1875392AmericaFrontccc.jpg","DS","Fighting","Nintendo","Noise Inc.",7.4,0.16,0.01,0.12,0.02,0,"19-03-2007",""
"DANTES INFERNO",1285,"Feb 04, 2010","['Electronic Arts', 'Visceral Games']","Dante's Inferno is an epic single player, third-person action adventure game inspired by ""Inferno"", part one of Dante Alighieri's classic Italian poem, ""The Divine Comedy."" Featuring nonstop action rendered at 60 frames-per-second, signature and upgradable weapons, attack combos and mana-fueled spells and the choice of punishing or absolving the souls of defeated enemies, it is a classic Medieval tale of the eternal conflict with sin and the resulting horrors of hell, adapted for a new generation and a new medium.","['Xbox 360', 'PlayStation 3', 'PlayStation Portable']","['Adventure', 'Brawler']",3.2,"2.9K","44","688","383","362","123","/games/boxart/full_5523061AmericaFrontccc.jpg","X360","Action","Electronic Arts","Visceral Games",7,0.92,0.63,0.02,0.2,0.08,"09-02-2010",""
"DANTES INFERNO",1285,"Feb 04, 2010","['Electronic Arts', 'Visceral Games']","Dante's Inferno is an epic single player, third-person action adventure game inspired by ""Inferno"", part one of Dante Alighieri's classic Italian poem, ""The Divine Comedy."" Featuring nonstop action rendered at 60 frames-per-second, signature and upgradable weapons, attack combos and mana-fueled spells and the choice of punishing or absolving the souls of defeated enemies, it is a classic Medieval tale of the eternal conflict with sin and the resulting horrors of hell, adapted for a new generation and a new medium.","['Xbox 360', 'PlayStation 3', 'PlayStation Portable']","['Adventure', 'Brawler']",3.2,"2.9K","44","688","383","362","123","/games/boxart/full_dantes-inferno_129AmericaFront.jpg","PS3","Action","Electronic Arts","Visceral Games",7.3,1.08,0.64,0.04,0.28,0.12,"09-02-2010",""
"DANTES INFERNO",1285,"Feb 04, 2010","['Electronic Arts', 'Visceral Games']","Dante's Inferno is an epic single player, third-person action adventure game inspired by ""Inferno"", part one of Dante Alighieri's classic Italian poem, ""The Divine Comedy."" Featuring nonstop action rendered at 60 frames-per-second, signature and upgradable weapons, attack combos and mana-fueled spells and the choice of punishing or absolving the souls of defeated enemies, it is a classic Medieval tale of the eternal conflict with sin and the resulting horrors of hell, adapted for a new generation and a new medium.","['Xbox 360', 'PlayStation 3', 'PlayStation Portable']","['Adventure', 'Brawler']",3.2,"2.9K","44","688","383","362","123","/games/boxart/full_3687857AmericaFrontccc.jpg","PSP","Action","Electronic Arts","Visceral Games",6.6,0.2,0.12,0.01,0.04,0.02,"02-03-2010",""
"DARK CLOUD",1974,"Dec 14, 2000","['Sony Computer Entertainment', 'LEVEL-5']","One of the PS2's first RPGs, Dark Cloud is a title that challenges players to not only strategise, battle and solve puzzles, but also to create geographical landscapes using the new Georama system. Gamers assume the role of a young boy named Toran on an unforgettable journey of rebirth, revival and hope. Unfortunately an evil demon spirit has been released and has left destruction in its wake and Toran must harness the spirit of those destroyed to rebuild the lands in time for an epic confrontation. True to life graphics should mesmerise gamers as they create villages complete with houses, hills, churches, volcanoes, and streams; they'll even be able to control the weather!","['PlayStation 4', 'PlayStation 2']","['Adventure', 'RPG', 'Simulator']",3.5,"1.1K","40","838","379","235","52","/games/boxart/7795178ccc.jpg","PS2","Role-Playing","Sony Computer Entertainment","Level 5",8.2,1.54,0.83,0.08,0.44,0.19,"28-05-2001",""
"DARK CLOUD 2",2717,"Nov 28, 2002","['LEVEL-5', 'Sony Computer Entertainment, Inc. (SCEI)']","BUILD your world. INVENT your weapons. CREATE your adventure.
Discover a secret binding the past, present and future. A secret where an innocent inventor, a temporal warrior and an ageless evil hold the key.
Experience an epic action/RPG adventure that relies on your innovation as much as exploration and fighting reflexes.","['PlayStation 4', 'PlayStation 2']","['RPG']",4,"736","23","747","297","247","32","/games/boxart/66929ccc.jpg","PS2","Role-Playing","Sony Computer Entertainment","Level 5",8.6,0.96,0.38,0.26,0.25,0.07,"17-02-2003",""
"DARK MESSIAH OF MIGHT AND MAGIC ELEMENTS",12482,"Feb 12, 2008","['Arkane Studios', 'Ubisoft Entertainment']","A re-release of Dark Messiah of Might and Magic for the Xbox 360. Elements differs from the original in both content and gameplay systems, reducing the RPG elements considerably.","['Xbox 360']","['Adventure', 'Fighting', 'RPG']",3.3,"22","3","17","6","5","0","/games/boxart/full_3203278AmericaFrontccc.jpg","X360","Role-Playing","Ubisoft","Arkane Studios / Floodgate Entertainment / Kuju Entertainment",5,0.2,0.16,0.01,0.02,0.02,"12-02-2008",""
"DARK SECTOR",11273,"Mar 25, 2008","['D3 Publisher', 'Digital Extremes']","Dark Sector thrusts players into the role of Hayden Tenno, a covert operative sent on a dangerous mission into Lasria, an Eastern European city on the brink of ruin that hides a deadly Cold War secret. In the midst of this mission, Hayden is attacked by an unknown enemy and infected by the Technocyte Virus, a brutal bio-weapon that twists its victims into mindless killing machines. Surviving this attack, Hayden finds that the Technocyte virus has granted him powerful, inhuman abilities unlike anything he has ever seen. Now, he must evolve with his powers, survive and become a hero.","['Windows PC', 'Xbox 360', 'PlayStation 3']","['Shooter']",2.6,"409","5","122","62","50","14","/games/boxart/full_6902025AmericaFrontccc.jpg","X360","Shooter","D3 Publisher","Digital Extremes",7.1,0.48,0.22,0.01,0.2,0.05,"25-03-2008",""
"DARK SECTOR",11273,"Mar 25, 2008","['D3 Publisher', 'Digital Extremes']","Dark Sector thrusts players into the role of Hayden Tenno, a covert operative sent on a dangerous mission into Lasria, an Eastern European city on the brink of ruin that hides a deadly Cold War secret. In the midst of this mission, Hayden is attacked by an unknown enemy and infected by the Technocyte Virus, a brutal bio-weapon that twists its victims into mindless killing machines. Surviving this attack, Hayden finds that the Technocyte virus has granted him powerful, inhuman abilities unlike anything he has ever seen. Now, he must evolve with his powers, survive and become a hero.","['Windows PC', 'Xbox 360', 'PlayStation 3']","['Shooter']",2.6,"409","5","122","62","50","14","/games/boxart/full_9559532AmericaFrontccc.jpg","PS3","Shooter","D3 Publisher","Digital Extremes",7.2,0.47,0.23,0.01,0.16,0.07,"25-03-2008",""
"DARK SOULS",65,"Sep 22, 2011","['Bandai Namco Entertainment', 'FromSoftware']","An action RPG and spiritual sequel to Demon's Souls in which the player embodies the Chosen Undead, who is tasked with fulfilling an ancient prophecy by ringing the Bells of Awakening in the dark fantasy setting of Lordran, an open world with intricate areas full of beasts, former humans gone hollow, and magical abominations whom the player must overcome in challenging and unforgiving combat.","['Windows PC', 'Xbox 360', 'PlayStation 3']","['Adventure', 'RPG']",4.3,"16K","479","2.9K","1.6K","2.4K","857","/games/boxart/full_dark-souls_567AmericaFront.jpg","PS3","Role-Playing","Namco Bandai","From Software",9,2.05,0.75,0.54,0.53,0.22,"04-10-2011",""
"DARKSIDERS",1406,"Jan 05, 2010","['THQ', 'Vigil Games']","Apocalyptic power of War: Unleash the wrath of War, combining brutal attacks and supernatural abilities to decimate all who stand in your way.
Epic quest: Battle across the wastelands and demon-infested dungeons of the decimated Earth in your quest for vengeance and redemption.
Character progression: Uncover powerful ancient relics, upgrade your weapons, unlock new abilities, and customize your gameplay style.
Battle Heaven and Hell: Battle against all who stand in your way—from war-weary angelic forces to Hell's hideous demon hordes.","['Windows PC', 'Xbox 360', 'Linux', 'PlayStation 3']","['Adventure', 'Brawler', 'RPG']",3.3,"3.9K","26","922","219","310","86","/games/boxart/full_4614296AmericaFrontccc.jpg","PS3","Action","THQ","Vigil Games",7.8,0.28,0.02,0.02,0.14,0.1,"05-01-2010",""
"DARKSIDERS",1406,"Jan 05, 2010","['THQ', 'Vigil Games']","Apocalyptic power of War: Unleash the wrath of War, combining brutal attacks and supernatural abilities to decimate all who stand in your way.
Epic quest: Battle across the wastelands and demon-infested dungeons of the decimated Earth in your quest for vengeance and redemption.
Character progression: Uncover powerful ancient relics, upgrade your weapons, unlock new abilities, and customize your gameplay style.
Battle Heaven and Hell: Battle against all who stand in your way—from war-weary angelic forces to Hell's hideous demon hordes.","['Windows PC', 'Xbox 360', 'Linux', 'PlayStation 3']","['Adventure', 'Brawler', 'RPG']",3.3,"3.9K","26","922","219","310","86","/games/boxart/full_6559707AmericaFrontccc.jpg","X360","Action","THQ","Vigil Games",7.8,1.06,0.67,0.01,0.28,0.1,"05-01-2010",""
"DARKSIDERS II",1774,"Aug 14, 2012","['Vigil Games', 'THQ']","Become Death - The most feared of the legendary Four Horseman.
Epic Universe – Unlike anything the player has seen before, delivered in the unique style of Joe Mad.
Player Choice & Customization – Customize your experience with varied armor sets, weapons, and skill trees allowing players to create their own Death.
Explore a vast open world, complete dozens of side quests and customize your Death with a full leveling system, skill trees and endless equipment combinations.
Death is a nimble and agile character capable of incredible acrobatic feats allowing the player to explore the world like never before.","['Windows PC', 'Wii U', 'Xbox 360', 'PlayStation 3', 'Nintendo Switch']","['Adventure', 'Brawler', 'RPG']",3.3,"3K","27","937","202","233","69","/games/boxart/full_967876AmericaFrontccc.jpg","X360","Action-Adventure","THQ","Vigil Games",8.6,0.79,0.45,0,0.27,0.07,"14-08-2012","07-02-2018"
"DARKSIDERS II",1774,"Aug 14, 2012","['Vigil Games', 'THQ']","Become Death - The most feared of the legendary Four Horseman.
Epic Universe – Unlike anything the player has seen before, delivered in the unique style of Joe Mad.
Player Choice & Customization – Customize your experience with varied armor sets, weapons, and skill trees allowing players to create their own Death.
Explore a vast open world, complete dozens of side quests and customize your Death with a full leveling system, skill trees and endless equipment combinations.
Death is a nimble and agile character capable of incredible acrobatic feats allowing the player to explore the world like never before.","['Windows PC', 'Wii U', 'Xbox 360', 'PlayStation 3', 'Nintendo Switch']","['Adventure', 'Brawler', 'RPG']",3.3,"3K","27","937","202","233","69","/games/boxart/full_2282951AmericaFrontccc.jpg","PS3","Action-Adventure","THQ","Vigil Games",8.3,0.85,0.35,0.01,0.37,0.13,"14-08-2012","14-03-2018"
"DEAD ISLAND",1080,"Sep 06, 2011","['Techland', 'Deep Silver']","The player is drawn into the world of Dead Island on the brink of a mysterious epidemic that suddenly, and without warning, breaks out on the fictional island of Banoi. As a guest of the Royal Palms Resort, the player's stay was supposed to be a dream holiday; a luxurious getaway to the beautiful beaches of a tropical paradise. But faced with the reality of a zombie apocalypse, there is only one thing left to do: Survive. This is Dead Island; a paradise to die for.","['Windows PC', 'Xbox 360', 'PlayStation 3']","['Brawler', 'Shooter']",2.6,"5.6K","42","563","167","287","158","/games/boxart/full_dead-island_140AmericaFront.jpg","PS3","Action","Deep Silver","Techland",6.7,2.29,1.08,0.15,0.74,0.32,"06-09-2011",""
"DEAD ISLAND RIPTIDE",3313,"Apr 23, 2013","['Deep Silver', 'Techland']","They thought they had escaped Banoi, but can't wake up from this nightmare. Thrown back into the midst of the Zombie outbreak, the fight for survival continues! 

Dead Island Riptide takes players to the island of Palanai on the Banoi archipelago, infested with bloodthirsty Zombies and only a few remaining Survivors still fighting for their lives. Introducing new terrifying enemies, deadly weapons, a new playable character and much more, Dead Island Riptide will draw players back into a world that has grown corrupt - with the last rays of hope vanishing in rising tides.","['Windows PC', 'Xbox 360', 'PlayStation 3']","['Brawler', 'RPG', 'Shooter']",2.4,"1.2K","4","217","46","93","28","/games/boxart/full_4976933AmericaFrontccc.jpg","X360","Misc","Deep Silver","Techland",5.6,0.79,0.44,0.01,0.27,0.07,"23-04-2013","15-03-2018"
"DEAD ISLAND RIPTIDE",3313,"Apr 23, 2013","['Deep Silver', 'Techland']","They thought they had escaped Banoi, but can't wake up from this nightmare. Thrown back into the midst of the Zombie outbreak, the fight for survival continues! 

Dead Island Riptide takes players to the island of Palanai on the Banoi archipelago, infested with bloodthirsty Zombies and only a few remaining Survivors still fighting for their lives. Introducing new terrifying enemies, deadly weapons, a new playable character and much more, Dead Island Riptide will draw players back into a world that has grown corrupt - with the last rays of hope vanishing in rising tides.","['Windows PC', 'Xbox 360', 'PlayStation 3']","['Brawler', 'RPG', 'Shooter']",2.4,"1.2K","4","217","46","93","28","/games/boxart/full_6247970AmericaFrontccc.jpg","PS3","Action","Deep Silver","Techland",6.6,0.64,0.26,0.07,0.21,0.1,"23-04-2013","15-03-2018"
"DEAD OR ALIVE",3869,"Nov 26, 1996","['Tecmo', 'Team Dead or Alive']","Dead or Alive is a fighting game and the first entry in Team Ninja's long-running Dead or Alive series. Its most defining features were its speed and countering system. Dead or Alive put an emphasis on speed, and relied more on simplistic commands and reaction time. Furthermore, its countering system was the first in the fighting genre to utilize different commands that corresponded to each type of attack. There are two kinds of holds, an Offensive Hold (OH) and a Defensive Hold (DH). The latter are executed by holding back or forward on the directional pad along with the guard input to either force away or counter-damage an opponent. The Playstation port of the game was later backported for arcade and titled Dead or Alive++.","['PlayStation 3', 'Arcade', 'Sega Saturn', 'PlayStation']","['Arcade', 'Fighting']",2.8,"364","3","60","57","106","9","/games/boxart/2292432ccc.jpg","PS","Fighting","Tecmo","Team Ninja",8.3,0.28,0.09,0.1,0.06,0.02,"31-03-1998",""
"DEAD OR ALIVE 5",6348,"Sep 25, 2012","['Team NINJA', 'Koei Tecmo Games']","Dead or Alive 5 is a fighting game in the Dead or Alive series. It is the first Dead or Alive game to have a multi-platform release since Dead or Alive 2 as well as the series' first installment that was released for the PlayStation 3. Dead or Alive 5 features guest characters from Sega's Virtua Fighter fighting game series and several new gameplay mechanics, as well as improved graphics and a more realistic visual style than its predecessors. Its plot is set two years after the events of Dead or Alive 4, telling the interrelating stories of various characters in connection to the new DOA tournament and the continuing hunt for Kasumi's evil clone.","['Xbox 360', 'PlayStation 3']","['Fighting']",3.3,"462","6","56","42","53","12","/games/boxart/full_7740042AmericaFrontccc.jpg","X360","Fighting","Tecmo Koei","Team Ninja",7.6,0.33,0.2,0.03,0.08,0.03,"25-09-2012","23-01-2018"
"DEAD OR ALIVE 5",6348,"Sep 25, 2012","['Team NINJA', 'Koei Tecmo Games']","Dead or Alive 5 is a fighting game in the Dead or Alive series. It is the first Dead or Alive game to have a multi-platform release since Dead or Alive 2 as well as the series' first installment that was released for the PlayStation 3. Dead or Alive 5 features guest characters from Sega's Virtua Fighter fighting game series and several new gameplay mechanics, as well as improved graphics and a more realistic visual style than its predecessors. Its plot is set two years after the events of Dead or Alive 4, telling the interrelating stories of various characters in connection to the new DOA tournament and the continuing hunt for Kasumi's evil clone.","['Xbox 360', 'PlayStation 3']","['Fighting']",3.3,"462","6","56","42","53","12","/games/boxart/full_184193AmericaFrontccc.jpg","PS3","Fighting","Tecmo Koei","Team Ninja",7.6,0.65,0.23,0.21,0.15,0.07,"17-02-2015","23-01-2018"
"DEAD OR ALIVE 5 LAST ROUND",3227,"Feb 17, 2015","['Tecmo Koei Games', 'Team NINJA']","Dead or Alive 5 Last Round is a fighting game developed. It is the third updated version of the 2012 game Dead or Alive 5, following the 2013 games Dead or Alive 5 Plus and Dead or Alive 5 Ultimate. Dead or Alive 5 Last Round features all the content from Dead or Alive 5 Ultimate, adding new costumes and customizable hairstyles, as well as two new characters and two new stages. The PlayStation 4 and Xbox One versions received upgraded graphics, running at 1080p resolution and 60 frames per second. These two version also use the new game engine called Soft Engine and designed to better depict ""softness"" of characters' bodies.","['Windows PC', 'Xbox 360', 'PlayStation 4', 'PlayStation 3', 'Xbox One']","['Fighting']",3.5,"850","7","94","68","97","38","/games/boxart/full_8533911AmericaFrontccc.jpg","PS4","Fighting","Tecmo Koei","Team Ninja",7.1,0.35,0.09,0.09,0.13,0.04,"17-02-2015","20-11-2018"
"DEAD OR ALIVE 5 LAST ROUND",3227,"Feb 17, 2015","['Tecmo Koei Games', 'Team NINJA']","Dead or Alive 5 Last Round is a fighting game developed. It is the third updated version of the 2012 game Dead or Alive 5, following the 2013 games Dead or Alive 5 Plus and Dead or Alive 5 Ultimate. Dead or Alive 5 Last Round features all the content from Dead or Alive 5 Ultimate, adding new costumes and customizable hairstyles, as well as two new characters and two new stages. The PlayStation 4 and Xbox One versions received upgraded graphics, running at 1080p resolution and 60 frames per second. These two version also use the new game engine called Soft Engine and designed to better depict ""softness"" of characters' bodies.","['Windows PC', 'Xbox 360', 'PlayStation 4', 'PlayStation 3', 'Xbox One']","['Fighting']",3.5,"850","7","94","68","97","38","/games/boxart/full_4315490AmericaFrontccc.jpg","XOne","Fighting","Tecmo Koei","Team Ninja",7.5,0.1,0.05,0.01,0.03,0.01,"17-02-2015","20-11-2018"
"DEAD OR ALIVE PARADISE",46416,"Mar 30, 2010","['Project Venus', 'Koei Tecmo Games']","Dead or Alive Paradise is a port and a remake of the 2006 game Dead or Alive Xtreme 2 and a part of the Dead or Alive series. It is the first game in the series to be released for the portable game system. It is also the first game in the series not to be developed by Team Ninja. The game expands upon the activities available in the original which consisted of mainly beach-related minigames.","['PlayStation Portable']","['Simulator', 'Sport']",2,"86","3","17","16","14","4","/games/boxart/full_5532036AmericaFrontccc.jpg","PSP","Misc","Tecmo","Team Ninja",4.5,0.2,0.08,0.07,0.02,0.02,"30-03-2010",""
"DEAD OR ALIVE XTREME 2",8610,"Nov 13, 2006","['Team NINJA', 'Tecmo Co., Ltd.']","Dead or Alive Xtreme 2 is a sports spin-off game in the Dead or Alive series and the sequel to Dead or Alive Xtreme Beach Volleyball. The title expands upon the activities available in the original, supplementing beach volleyball with additional beach-related minigames. DOAX2 features a two-week vacation mode, where the player can indulge in a variety of activities. Each day is broken up into three segments (morning, afternoon, and evening), where players can perform a single activity during each. The game puts a strong emphasis on friendship; players must befriend the other girls by buying them gifts they enjoy from the various stores on the island, playing pool-hopping and playing butt battles. Doing so will increase the bond between the two characters.","['Xbox 360']","['Fighting', 'Sport', 'Turn Based Strategy']",3,"124","1","34","31","32","6","/games/boxart/4868421ccc.jpg","X360","Sports","Tecmo","Team Ninja",5.3,0.25,0.15,0.06,0.02,0.02,"13-11-2006",""
"DEAD OR ALIVE XTREME BEACH VOLLEYBALL",34272,"Jan 22, 2003","['Team NINJA', 'Tecmo']","Dead or Alive Xtreme Beach Volleyball is a beach volleyball game. The game is a departure from the rest of the Dead or Alive series which otherwise consists of fighting games. It also marks the first game in the series to have a Mature rating due to the very revealing swimsuits featured in the game and the suggestive poses the women present themselves in (which can be viewed and zoomed in on from almost any angle, as controlled by the player).","['Xbox']","['Simulator', 'Sport']",3,"212","3","62","47","59","18","/games/boxart/801438ccc.jpg","XB","Sports","Tecmo","Team Ninja",6.6,0.59,0.36,0.14,0.08,0.02,"22-01-2003",""
"DEAD RISING 2",1308,"Sep 24, 2010","['Blue Castle Games', 'Capcom']","As Chuck Greene, you have 72 hours to save your infected daughter, clear your name and survive the hordes of hungry zombies before the military comes in and nukes the city. To ensure your survival, you can combine everyday objects to create numerous deadly combo weapons and slaughter the ravenous zombies. Dead Rising 2, it’s where Creativity Kills.","['Windows PC', 'Xbox 360', 'Linux', 'PlayStation 4', 'PlayStation 3', 'Xbox One']","['Adventure', 'Brawler']",3.4,"4.4K","36","842","250","379","139","/games/boxart/full_dead-rising-2_9AmericaFront.jpg","X360","Action","Capcom","Blue Castle Games",8.2,1.49,0.75,0.09,0.53,0.13,"28-09-2010",""
"DEAD RISING 2",1308,"Sep 24, 2010","['Blue Castle Games', 'Capcom']","As Chuck Greene, you have 72 hours to save your infected daughter, clear your name and survive the hordes of hungry zombies before the military comes in and nukes the city. To ensure your survival, you can combine everyday objects to create numerous deadly combo weapons and slaughter the ravenous zombies. Dead Rising 2, it’s where Creativity Kills.","['Windows PC', 'Xbox 360', 'Linux', 'PlayStation 4', 'PlayStation 3', 'Xbox One']","['Adventure', 'Brawler']",3.4,"4.4K","36","842","250","379","139","/games/boxart/full_dead-rising-2_5AmericaFront.jpg","PS3","Action","Capcom","Blue Castle Games",8.1,1.37,0.43,0.15,0.57,0.22,"28-09-2010",""
"DEAD RISING 2 OFF THE RECORD",2346,"Oct 11, 2011","['Capcom Game Studio Vancouver, Inc.', 'Capcom']","The new ""Off the Record"" storyline means an all new Dead Rising 2 experience. Frank will face off against more twisted enemies, build more outrageous combo weapons, follow his own unique mission structure and explore brand new areas of Fortune City to get his biggest scoop yet. Join Frank as he indulges in the insanity of ""Uranus Zone,"" Fortune City’s very own theme park. Full of deadly rides and crazy attractions, the sci-fi themed Uranus Zone is a true zombie-killing paradise.","['Windows PC', 'Xbox 360', 'PlayStation 4', 'PlayStation 3', 'Xbox One']","['Adventure', 'Brawler']",3.6,"1.3K","18","423","107","146","57","/games/boxart/full_dead-rising-2-off-the-record_175AmericaFront.jpg","PS3","Action","Capcom","Blue Castle Games",7.1,0.32,0.11,0.1,0.08,0.03,"11-10-2011",""
"DEAD SPACE EXTRACTION",3880,"Sep 24, 2009","['Visceral Games', 'Electronic Arts']","Dead Space Extraction tells the untold story of the Aegis VII Colony through a handful of survivors battling to reach the orbiting USG Ishimura amidst a horrific infection and the initial invasion by a violent alien race known as Necromorphs. As these survivors' allies mysteriously fall victim to dementia, it becomes clear that protecting a young girl granting them a bizarre immunity may be their only hope for survival in a struggle that could have implications for all of humanity.","['PlayStation 3', 'Wii']","['Shooter']",3.1,"423","8","186","100","96","25","/games/boxart/full_dead-space-extraction_7AmericaFront.jpg","Wii","Shooter","Electronic Arts","Visceral Games",8.2,0.47,0.32,0.01,0.1,0.04,"28-09-2009",""
"DEAD TO RIGHTS RETRIBUTION",47841,"Apr 01, 2010","['Bandai Namco Entertainment', 'Volatile Games']","Introducing an innovative hybrid combat system, Dead to Rights: Retribution puts the full combat potential of a highly trained, highly agitated law-enforcement officer into players' hands. Use your sidearm to pick off enemies from a distance, take cover and blind-fire with the game’s new ranged combat mechanics, or push the issue by taking human shields, stealing weapons with special disarm moves or dishing out Jack's own brutal brand of justice with deadly takedown moves. Jack is equally lethal in close-quarters combat, offering players branching melee combos, counterattacks and disarms as they take the fight to the criminal element of Grant City. Jack will encounter a variety of ruthless gangs in the filthy slums and menacing alleys of Grant City, each with their own unique abilities and fighting style that will test his resolve to crush their murderous stranglehold.","['Xbox 360', 'PlayStation 3']","['Shooter']",2.4,"117","3","43","31","21","4","/games/boxart/full_7810357AmericaFrontccc.png","PS3","Shooter","Namco Bandai","Volatile Games",6,0.28,0.1,0.02,0.12,0.05,"27-04-2010",""
"DEAD TO RIGHTS RETRIBUTION",47841,"Apr 01, 2010","['Bandai Namco Entertainment', 'Volatile Games']","Introducing an innovative hybrid combat system, Dead to Rights: Retribution puts the full combat potential of a highly trained, highly agitated law-enforcement officer into players' hands. Use your sidearm to pick off enemies from a distance, take cover and blind-fire with the game’s new ranged combat mechanics, or push the issue by taking human shields, stealing weapons with special disarm moves or dishing out Jack's own brutal brand of justice with deadly takedown moves. Jack is equally lethal in close-quarters combat, offering players branching melee combos, counterattacks and disarms as they take the fight to the criminal element of Grant City. Jack will encounter a variety of ruthless gangs in the filthy slums and menacing alleys of Grant City, each with their own unique abilities and fighting style that will test his resolve to crush their murderous stranglehold.","['Xbox 360', 'PlayStation 3']","['Shooter']",2.4,"117","3","43","31","21","4","/games/boxart/full_7778921AmericaFrontccc.jpg","X360","Shooter","Namco Bandai","Volatile Games",5.7,0.21,0.11,0,0.08,0.02,"27-04-2010",""
"DEAD TO RIGHTS RETRIBUTION",47805,"Apr 01, 2010","['Bandai Namco Entertainment', 'Volatile Games']","Introducing an innovative hybrid combat system, Dead to Rights: Retribution puts the full combat potential of a highly trained, highly agitated law-enforcement officer into players' hands. Use your sidearm to pick off enemies from a distance, take cover and blind-fire with the game’s new ranged combat mechanics, or push the issue by taking human shields, stealing weapons with special disarm moves or dishing out Jack's own brutal brand of justice with deadly takedown moves. Jack is equally lethal in close-quarters combat, offering players branching melee combos, counterattacks and disarms as they take the fight to the criminal element of Grant City. Jack will encounter a variety of ruthless gangs in the filthy slums and menacing alleys of Grant City, each with their own unique abilities and fighting style that will test his resolve to crush their murderous stranglehold.","['Xbox 360', 'PlayStation 3']","['Shooter']",2.4,"117","3","43","31","21","4","/games/boxart/full_7810357AmericaFrontccc.png","PS3","Shooter","Namco Bandai","Volatile Games",6,0.28,0.1,0.02,0.12,0.05,"27-04-2010",""
"DEAD TO RIGHTS RETRIBUTION",47805,"Apr 01, 2010","['Bandai Namco Entertainment', 'Volatile Games']","Introducing an innovative hybrid combat system, Dead to Rights: Retribution puts the full combat potential of a highly trained, highly agitated law-enforcement officer into players' hands. Use your sidearm to pick off enemies from a distance, take cover and blind-fire with the game’s new ranged combat mechanics, or push the issue by taking human shields, stealing weapons with special disarm moves or dishing out Jack's own brutal brand of justice with deadly takedown moves. Jack is equally lethal in close-quarters combat, offering players branching melee combos, counterattacks and disarms as they take the fight to the criminal element of Grant City. Jack will encounter a variety of ruthless gangs in the filthy slums and menacing alleys of Grant City, each with their own unique abilities and fighting style that will test his resolve to crush their murderous stranglehold.","['Xbox 360', 'PlayStation 3']","['Shooter']",2.4,"117","3","43","31","21","4","/games/boxart/full_7778921AmericaFrontccc.jpg","X360","Shooter","Namco Bandai","Volatile Games",5.7,0.21,0.11,0,0.08,0.02,"27-04-2010",""
"DEADLY PREMONITION",914,"Feb 23, 2010","['Access Games', 'Ignition Entertainment']","Playing as special agent Francis York Morgan (call him York – everyone else does), it’s your job to investigate the brutal murder of a young local beauty in the town of Greenvale. Amidst the backdrop of soaring mountains and a small American suburb, York must solve the mystery of the Red Seed Murders and stay alive in a place where supernatural creatures and a mysterious raincoat-clad, axe-wielding killer seek to end his investigation for good.
Part suspense-filled horror, part action-adventure game, Deadly Premonition offers an open-world experience packed with locals to meet and places to discover, as well as numerous side quests and mini-games that will help you solve the murders and uncover Greenvale’s deepest, darkest secrets.","['Xbox 360', 'PlayStation 3']","['Adventure', 'Shooter']",3.9,"1.5K","50","1.1K","695","485","102","/games/boxart/full_7439003AmericaFrontccc.jpg","X360","Action","Ignition Entertainment","Access Games",6,0.26,0.18,0,0.06,0.02,"23-02-2010",""
"DEATHSMILES",3912,"Oct 19, 2007","['AM1', 'CAVE Interactive']","Deathsmiles is CAVE's bullet-hell shoot-'em-up where you take the role of one of five Angels to defend the magical land of Gilverado from an invasion by Hell itself! Eradicate this devilish assault!","['Windows PC', 'Xbox 360', 'iOS', 'Arcade']","['Indie', 'Shooter']",3.7,"414","11","146","137","128","21","/games/boxart/full_9761625AmericaFrontccc.jpg","X360","Shooter","Aksys Games","Cave",8,0.28,0.15,0.05,0.06,0.02,"29-06-2010",""
